Season,Date,Location,Opponent,Result,IlliniScore,OpponentScore,Note1,Note2,Note3,WinStreak
1942,24-Oct,vs.,Notre Dame,L,14,21,,,,0
1942,31-Oct,@,Michigan,L,14,28,,,,0
1942,7-Nov,@,Northwestern,W,14,7,,,,0
1942,14-Nov,vs.,Ohio State,L,20,44,@ Cleveland, OH,,0
1942,21-Nov,vs.,Great Lakes Navy,L,0,6,,,,0
1942,28-Nov,@,Camp Grant,W,20,0,,,,0
1941,4-Oct,vs.,Miami,W,45,0,,,,0
1941,11-Oct,@,Minnesota,L,6,34,,,,0
1941,18-Oct,vs.,Drake,W,40,0,,,,0
1941,25-Oct,@,Notre Dame,L,14,49,,,,0
1941,1-Nov,vs.,Michigan,L,0,20,,,,0
1941,8-Nov,vs.,Iowa,L,0,21,,,,0
1941,15-Nov,@,Ohio State,L,7,12,,,,0
1941,22-Nov,@,Northwestern,L,0,27,,,,0
1940,5-Oct,vs.,Bradley,W,31,0,,,,0
1940,12-Oct,vs.,Southern California,L,7,13,,,,0
1940,19-Oct,@,Michigan,L,0,28,,,,1
1940,26-Oct,vs.,Notre Dame,L,0,26,,,,0
1940,2-Nov,@,Wisconsin,L,6,13,,,,1
1940,9-Nov,@,Northwestern,L,14,32,,,,0
1940,16-Nov,vs.,Ohio State,L,6,14,,,,0
1940,23-Nov,@,Iowa,L,7,18,,,,0
1939,30-Sep,vs.,Bradley,T,0,0,,,,0
1939,14-Oct,@,Southern California,L,0,26,,,,0
1939,21-Oct,vs.,Indiana,L,6,7,,,,1
1939,28-Oct,@,Northwestern,L,0,13,,,,0
1939,4-Nov,vs.,Michigan,W,16,7,,,,0
1939,11-Nov,vs.,Wisconsin,W,7,0,,,,0
1939,18-Nov,@,Ohio State,L,0,21,,,,0
1939,25-Nov,@,Chicago,W,46,0,,,,3
1938,24-Sep,vs.,Ohio,L,0,6,,,,1
1938,1-Oct,vs.,DePaul,W,44,7,,,,0
1938,8-Oct,vs.,Indiana,W,12,2,,,,0
1938,15-Oct,@,Notre Dame,L,6,14,,,,0
1938,22-Oct,vs.,Northwestern,L,0,13,,,,1
1938,29-Oct,@,Michigan,L,0,14,,,,0
1938,12-Nov,vs.,Ohio State,L,14,32,,,,0
1938,19-Nov,@,Chicago,W,34,0,,,,2
1937,25-Sep,vs.,Ohio,W,20,6,,,,0
1937,2-Oct,vs.,DePaul,T,0,0,,,,1
1937,9-Oct,vs.,Notre Dame,T,0,0,,,,0
1937,16-Oct,@,Indiana,L,6,13,,,,0
1937,30-Oct,vs.,Michigan,L,6,7,,,,3
1937,6-Nov,@,Northwestern,W,6,0,,,,0
1937,13-Nov,@,Ohio State,L,0,19,,,,0
1937,20-Nov,vs.,Chicago,W,21,0,,,,1
1936,26-Sep,vs.,DePaul,W,9,6,,,,0
1936,3-Oct,vs.,Washington,W,13,7,,,,3
1936,10-Oct,vs.,Southern California,L,6,24,,,,1
1936,17-Oct,@,Iowa,T,0,0,,,,0
1936,24-Oct,vs.,Northwestern,L,2,13,,,,0
1936,31-Oct,@,Michigan,W,9,6,,,,2
1936,14-Nov,vs.,Ohio State,L,0,13,,,,0
1936,21-Nov,@,Chicago,W,18,7,,,,0
1935,28-Sep,vs.,Ohio,L,0,6,,,,0
1935,5-Oct,vs.,Washington,W,28,6,,,,2
1935,12-Oct,@,Southern California,W,19,0,,,,0
1935,26-Oct,vs.,Iowa,L,0,19,,,,0
1935,2-Nov,@,Northwestern,L,3,10,,,,2
1935,9-Nov,vs.,Michigan,W,3,0,,,,1
1935,16-Nov,@,Ohio State,L,0,6,,,,1
1935,23-Nov,vs.,Chicago,L,6,7,,,,3
1934,29-Sep,vs.,Bradley,W,40,7,,,,0
1934,6-Oct,@,Washington,W,12,7,,,,1
1934,13-Oct,vs.,Ohio State,W,14,13,,,,0
1934,27-Oct,@,Michigan,W,7,6,,,,0
1934,3-Nov,vs.,Army,W,7,0,,,,0
1934,10-Nov,@,Northwestern,W,14,3,,,,1
1934,17-Nov,@,Wisconsin,L,3,7,,,,1
1934,24-Nov,@,Chicago,W,6,0,,,,2
1933,30-Sep,vs.,Drake,W,13,6,,,,0
1933,7-Oct,@,Washington,W,21,6,,,,0
1933,14-Oct,vs.,Wisconsin,W,21,0,,,,0
1933,21-Oct,vs.,Army,L,0,6,@ Cleveland, OH,,0
1933,4-Nov,vs.,Michigan,L,6,7,,,,0
1933,11-Nov,@,Northwestern,W,3,0,,,,0
1933,18-Nov,vs.,Chicago,W,7,0,,,,1
1933,25-Nov,@,Ohio State,L,6,7,,,,0
1932,1-Oct,vs.,Coe,W,13,0,,,,0
1932,1-Oct,vs.,Miami,W,20,7,,,,0
1932,8-Oct,vs.,Bradley,W,20,0,,,,1
1932,15-Oct,vs.,Northwestern,L,0,26,,,,0
1932,22-Oct,@,Michigan,L,0,32,,,,0
1932,29-Oct,@,Chicago,W,13,7,,,,0
1932,5-Nov,@,Wisconsin,L,12,20,,,,0
1932,12-Nov,vs.,Indiana,W,18,6,,,,0
1932,19-Nov,vs.,Ohio State,L,0,3,,,,0
1931,3-Oct,vs.,St. Louis,W,20,6,,,,0
1931,10-Oct,@,Purdue,L,0,7,,,,0
1931,17-Oct,vs.,Bradley,W,20,0,,,,0
1931,24-Oct,vs.,Michigan,L,0,35,,,,0
1931,31-Oct,@,Northwestern,L,6,32,,,,0
1931,7-Nov,vs.,Wisconsin,L,6,7,,,,0
1931,14-Nov,vs.,Chicago,L,6,13,,,,6
1931,21-Nov,@,Ohio State,L,0,40,,,,0
1930,4-Oct,vs.,Iowa State,W,7,0,,,,0
1930,11-Oct,vs.,Butler,W,27,0,,,,0
1930,18-Oct,vs.,Northwestern,L,0,32,,,,0
1930,25-Oct,@,Michigan,L,7,15,,,,1
1930,1-Nov,vs.,Purdue,L,0,25,,,,0
1930,8-Nov,vs.,Army,L,0,13,@ Bronx, NY,,1
1930,15-Nov,@,Chicago,W,28,0,,,,5
1930,22-Nov,vs.,Ohio State,L,9,12,,,,3
1929,5-Oct,vs.,Kansas,W,25,0,,,,0
1929,12-Oct,vs.,Bradley,W,45,0,,,,2
1929,20-Oct,@,Iowa,T,7,7,,,,0
1929,26-Oct,vs.,Michigan,W,14,0,,,,0
1929,2-Nov,@,Northwestern,L,0,7,,,,2
1929,9-Nov,vs.,Army,W,17,7,,,,0
1929,16-Nov,vs.,Chicago,W,20,6,,,,4
1929,23-Nov,@,Ohio State,W,27,0,,,,2
1928,6-Oct,vs.,Bradley,W,33,6,,,,1
1928,13-Oct,vs.,Coe,W,31,0,,,,0
1928,20-Oct,vs.,Indiana,W,13,7,,,,0
1928,27-Oct,vs.,Northwestern,W,6,0,,,,1
1928,3-Nov,@,Michigan,L,0,3,,,,1
1928,10-Nov,@,Butler,W,14,0,,,,5
1928,17-Nov,@,Chicago,W,40,0,,,,3
1928,24-Nov,vs.,Ohio State,W,8,0,,,,1
1927,1-Oct,vs.,Bradley,W,19,0,,,,0
1927,8-Oct,vs.,Butler,W,58,0,,,,4
1927,15-Oct,vs.,Iowa State,T,12,12,,,,0
1927,22-Oct,@,Northwestern,W,7,6,,,,0
1927,29-Oct,vs.,Michigan,W,14,0,,,,0
1927,5-Nov,@,Iowa,W,14,0,,,,1
1927,12-Nov,vs.,Chicago,W,15,6,,,,2
1927,19-Nov,@,Ohio State,W,13,0,,,,0
1926,2-Oct,vs.,Coe,W,27,0,,,,0
1926,9-Oct,vs.,Butler,W,38,7,,,,3
1926,16-Oct,vs.,Iowa,W,13,6,,,,0
1926,23-Oct,@,Michigan,L,0,13,,,,0
1926,30-Oct,vs.,Pennsylvania,W,3,0,,,,1
1926,6-Nov,@,Chicago,W,7,0,,,,1
1926,13-Nov,vs.,Wabash,W,27,13,,,,1
1926,20-Nov,vs.,Ohio State,L,6,7,,,,3
1925,3-Oct,vs.,Nebraska,L,0,14,,,,2
1925,10-Oct,vs.,Butler,W,16,13,,,,2
1925,17-Oct,@,Iowa,L,10,12,,,,2
1925,24-Oct,vs.,Michigan,L,0,3,,,,1
1925,31-Oct,@,Pennsylvania,W,24,2,,,,0
1925,7-Nov,vs.,Chicago,W,13,6,,,,0
1925,14-Nov,vs.,Wabash,W,21,0,,,,0
1925,21-Nov,@,Ohio State,W,14,9,,,,2
1924,4-Oct,@,Nebraska,W,9,6,,,,1
1924,11-Oct,vs.,Butler,W,40,10,,,,1
1924,18-Oct,vs.,Michigan,W,39,14,,,,0
1924,25-Oct,vs.,DePauw,W,45,0,,,,0
1924,1-Nov,vs.,Iowa,W,36,0,,,,1
1924,8-Nov,@,Chicago,T,21,21,,,,1
1924,15-Nov,@,Minnesota,L,7,20,,,,0
1924,22-Nov,vs.,Ohio State,W,7,0,,,,1
1923,6-Oct,vs.,Nebraska,W,24,7,,,,0
1923,13-Oct,vs.,Butler,W,21,7,,,,0
1923,20-Oct,@,Iowa,W,9,6,,,,0
1923,27-Oct,vs.,Northwestern,W,29,0,@ Chicago, IL,,1
1923,3-Nov,vs.,Chicago,W,7,0,,,,0
1923,10-Nov,vs.,Wisconsin,W,10,0,,,,1
1923,17-Nov,vs.,Mississippi State,W,27,0,,,,0
1923,24-Nov,@,Ohio State,W,9,0,,,,0
1922,14-Oct,vs.,Butler,L,7,10,,,,0
1922,21-Oct,vs.,Iowa,L,7,8,,,,0
1922,28-Oct,@,Michigan,L,0,24,,,,0
1922,4-Nov,vs.,Northwestern,W,6,3,,,,0
1922,11-Nov,@,Wisconsin,W,3,0,,,,0
1922,18-Nov,@,Chicago,L,0,9,,,,0
1922,25-Nov,vs.,Ohio State,L,3,6,,,,1
1921,8-Oct,vs.,South Dakota,W,52,0,,,,0
1921,15-Oct,@,Iowa,L,2,14,,,,3
1921,22-Oct,vs.,Wisconsin,L,0,20,,,,0
1921,29-Oct,vs.,Michigan,L,0,3,,,,2
1921,5-Nov,vs.,DePauw,W,21,0,,,,0
1921,12-Nov,vs.,Chicago,L,6,14,,,,3
1921,19-Nov,@,Ohio State,W,7,0,,,,0
1920,9-Oct,vs.,Drake,W,41,0,,,,0
1920,16-Oct,vs.,Iowa,W,20,3,,,,2
1920,23-Oct,@,Michigan,W,7,6,,,,1
1920,30-Oct,vs.,Minnesota,W,17,7,,,,1
1920,6-Nov,@,Chicago,W,3,0,,,,2
1920,13-Nov,@,Wisconsin,L,9,14,,,,0
1920,20-Nov,vs.,Ohio State,L,0,7,,,,2
1919,11-Oct,@,Purdue,W,14,7,,,,0
1919,18-Oct,vs.,Iowa,W,9,7,,,,1
1919,25-Oct,vs.,Wisconsin,L,10,14,,,,2
1919,1-Nov,vs.,Chicago,W,10,0,,,,1
1919,8-Nov,@,Minnesota,W,10,6,,,,0
1919,15-Nov,vs.,Michigan,W,29,7,,,,0
1919,22-Nov,@,Ohio State,W,9,7,,,,1
1918,4-Oct,@,Chanute Field,W,3,0,,,,0
1918,12-Oct,vs.,Great Lakes Navy,L,0,7,,,,0
1918,26-Oct,vs.,Chicago Naval Reserve,L,0,7,,,,0
1918,2-Nov,@,Iowa,W,19,0,,,,0
1918,9-Nov,@,Wisconsin,W,22,0,,,,1
1918,16-Nov,vs.,Ohio State,W,13,0,,,,0
1918,23-Nov,@,Chicago,W,29,0,,,,0
1917,6-Oct,vs.,Kansas,W,22,0,,,,1
1917,13-Oct,vs.,Oklahoma,W,44,0,,,,0
1917,20-Oct,vs.,Wisconsin,W,7,0,,,,0
1917,27-Oct,vs.,Purdue,W,27,0,,,,1
1917,3-Nov,@,Chicago,T,0,0,,,,0
1917,17-Nov,@,Ohio State,L,0,13,,,,0
1917,24-Nov,vs.,Minnesota,L,6,27,,,,1
1917,29-Nov,@,Camp Funston,W,28,0,,,,0
1916,7-Oct,vs.,Kansas,W,30,0,,,,0
1916,14-Oct,vs.,Colgate,L,3,15,,,,0
1916,21-Oct,vs.,Ohio State,L,6,7,,,,0
1916,28-Oct,@,Purdue,W,14,7,,,,0
1916,11-Nov,@,Minnesota,W,14,9,,,,0
1916,18-Nov,vs.,Chicago,L,7,20,,,,2
1916,25-Nov,@,Wisconsin,T,0,0,,,,2
1915,2-Oct,vs.,Haskell,W,36,0,,,,0
1915,9-Oct,vs.,Missouri-Rolla,W,75,7,,,,0
1915,16-Oct,@,Ohio State,T,3,3,,,,1
1915,23-Oct,vs.,Northwestern,W,36,6,,,,2
1915,6-Nov,vs.,Minnesota,T,6,6,,,,1
1915,13-Nov,vs.,Wisconsin,W,17,3,,,,1
1915,20-Nov,@,Chicago,W,10,0,,,,1
1914,3-Oct,vs.,Christian Brothers,W,37,0,,,,0
1914,10-Oct,vs.,Indiana,W,51,0,,,,2
1914,17-Oct,vs.,Ohio State,W,37,0,,,,0
1914,24-Oct,@,Northwestern,W,33,0,,,,1
1914,31-Oct,@,Minnesota,W,21,6,,,,0
1914,14-Nov,vs.,Chicago,W,21,7,,,,0
1914,21-Nov,@,Wisconsin,W,24,9,,,,0
1913,4-Oct,vs.,Kentucky,W,21,0,,,,0
1913,11-Oct,vs.,Missouri,W,24,7,,,,0
1913,18-Oct,vs.,Northwestern,W,37,0,,,,0
1913,25-Oct,@,Indiana,W,10,0,,,,1
1913,1-Nov,@,Chicago,L,7,28,,,,0
1913,15-Nov,vs.,Purdue,T,0,0,,,,0
1913,22-Nov,vs.,Minnesota,L,9,19,,,,0
1912,5-Oct,vs.,Illinois Wesleyan,W,87,3,,,,0
1912,12-Oct,vs.,Washington,W,13,0,,,,0
1912,19-Oct,vs.,Indiana,W,13,7,,,,0
1912,2-Nov,@,Minnesota,L,0,13,,,,0
1912,9-Nov,@,Purdue,T,9,9,,,,6
1912,16-Nov,vs.,Chicago,L,0,10,,,,0
1912,23-Nov,@,Northwestern,L,0,6,,,,4
1911,7-Oct,vs.,James Millikin,W,33,0,,,,2
1911,14-Oct,vs.,St. Louis,W,9,0,,,,0
1911,21-Oct,@,Chicago,L,0,24,,,,1
1911,4-Nov,vs.,Purdue,W,12,3,,,,5
1911,11-Nov,@,Indiana,T,0,0,,,,4
1911,18-Nov,vs.,Northwestern,W,27,13,,,,3
1911,25-Nov,vs.,Minnesota,L,0,11,,,,0
1910,1-Oct,vs.,James Millikin,W,13,0,,,,1
1910,8-Oct,vs.,Drake,W,29,0,,,,0
1910,15-Oct,vs.,Chicago,W,3,0,,,,0
1910,29-Oct,@,Purdue,W,11,0,,,,4
1910,5-Nov,@,Indiana,W,3,0,,,,3
1910,12-Nov,@,Northwestern,W,27,0,,,,2
1910,19-Nov,vs.,Syracuse,W,3,0,,,,1
1909,2-Oct,vs.,James Millikin,W,23,0,,,,0
1909,9-Oct,vs.,Kentucky,L,2,6,,,,0
1909,16-Oct,@,Chicago,L,8,14,,,,0
1909,30-Oct,vs.,Purdue,W,24,6,,,,3
1909,6-Nov,vs.,Indiana,W,6,5,,,,2
1909,13-Nov,@,Northwestern,W,35,0,,,,1
1909,20-Nov,@,Syracuse,W,17,8,,,,0
1908,3-Oct,vs.,Monmouth,W,17,6,,,,0
1908,10-Oct,vs.,Marquette,T,6,6,,,,0
1908,17-Oct,@,Chicago,L,6,11,,,,0
1908,31-Oct,vs.,Indiana,W,10,0,,,,1
1908,7-Nov,vs.,Iowa,W,22,0,,,,0
1908,14-Nov,@,Purdue,W,15,6,,,,2
1908,21-Nov,vs.,Northwestern,W,64,8,,,,0
1907,19-Oct,vs.,Chicago,L,6,42,,,,0
1907,26-Oct,@,Wisconsin,W,15,4,,,,0
1907,2-Nov,vs.,Purdue,W,21,4,,,,1
1907,9-Nov,@,Iowa,L,12,25,,,,0
1907,22-Nov,@,Indiana,W,10,6,,,,0
1906,13-Oct,vs.,Wabash,T,0,0,,,,2
1906,27-Oct,@,Michigan,L,9,28,,,,0
1906,10-Nov,vs.,Wisconsin,L,6,16,,,,0
1906,17-Nov,@,Chicago,L,0,63,,,,0
1906,25-Nov,@,Purdue,W,5,0,,,,0
1905,30-Sep,vs.,Knox,W,6,0,,,,2
1905,4-Oct,vs.,Wabash,W,6,0,,,,1
1905,7-Oct,vs.,North Central,W,24,0,,,,1
1905,14-Oct,vs.,St. Louis,W,12,6,,,,0
1905,21-Oct,vs.,Purdue,L,0,29,,,,5
1905,28-Oct,vs.,Physicians & Surgeons,W,30,0,,,,2
1905,4-Nov,vs.,Michigan,L,0,33,,,,0
1905,18-Nov,@,Chicago,L,0,44,,,,0
1905,30-Nov,@,Nebraska,L,6,24,,,,0
1904,24-Sep,vs.,North Central,W,10,0,,,,0
1904,28-Sep,vs.,Wabash,W,23,2,,,,0
1904,1-Oct,vs.,Knox,W,11,0,,,,1
1904,5-Oct,vs.,Physicians & Surgeons,W,26,0,,,,1
1904,8-Oct,@,Washington,W,31,0,,,,0
1904,15-Oct,vs.,Indiana,W,10,0,,,,0
1904,22-Oct,@,Purdue,W,24,6,,,,4
1904,29-Oct,@,Chicago,T,6,6,,,,0
1904,5-Nov,@,Ohio State,W,46,0,,,,0
1904,12-Nov,@,Northwestern,L,6,12,,,,0
1904,19-Nov,vs.,Iowa,W,29,0,,,,0
1904,24-Nov,@,Nebraska,L,10,16,,,,0
1903,19-Sep,vs.,Englewood High,W,45,5,,,,2
1903,26-Sep,vs.,Lombard,W,43,0,,,,0
1903,30-Sep,vs.,American Osteopath,W,36,0,,,,1
1903,3-Oct,vs.,Knox,W,29,5,,,,0
1903,7-Oct,vs.,Physicians & Surgeons,W,40,0,,,,0
1903,10-Oct,vs.,Rush Medical,W,64,0,,,,0
1903,14-Oct,vs.,Chicago Dental,W,54,0,,,,0
1903,17-Oct,@,Purdue,W,24,0,,,,3
1903,24-Oct,@,Chicago,L,6,18,,,,0
1903,31-Oct,vs.,Northwestern,L,11,12,,,,1
1903,6-Nov,@,Indiana,L,0,17,,,,2
1903,14-Nov,vs.,Minnesota,L,0,32,,,,0
1903,21-Nov,@,Iowa,L,0,12,,,,2
1903,26-Nov,@,Nebraska,L,0,16,,,,0
1902,20-Sep,vs.,North Division High,W,34,6,,,,0
1902,27-Sep,vs.,Englewood High,W,45,0,,,,1
1902,1-Oct,vs.,American Osteopath,W,22,0,,,,0
1902,4-Oct,vs.,Monmouth,W,33,0,,,,0
1902,8-Oct,vs.,Haskell,W,24,10,,,,0
1902,11-Oct,vs.,Washington,W,44,0,,,,1
1902,18-Oct,vs.,Purdue,W,29,5,,,,2
1902,25-Oct,@,Chicago,L,0,6,,,,1
1902,1-Nov,vs.,Indiana,W,47,0,,,,1
1902,8-Nov,@,Minnesota,L,5,17,,,,0
1902,15-Nov,@,Ohio State,T,0,0,,,,0
1902,22-Nov,@,Northwestern,W,17,0,,,,0
1902,27-Nov,vs.,Iowa,W,80,0,,,,1
1901,28-Sep,vs.,Englewood High,W,39,0,,,,0
1901,5-Oct,vs.,Marion Sims,W,52,0,,,,0
1901,11-Oct,vs.,Physicians & Surgeons,W,23,0,,,,1
1901,12-Oct,vs.,Washington,W,21,0,,,,0
1901,19-Oct,@,Chicago,W,24,0,,,,0
1901,26-Oct,vs.,Northwestern,L,11,17,,,,0
1901,2-Nov,vs.,Indiana,W,18,0,@ Indianapolis, IN,,0
1901,9-Nov,@,Iowa,W,27,0,,,,0
1901,16-Nov,@,Purdue,W,28,6,,,,1
1901,28-Nov,vs.,Minnesota,L,0,16,,,,0
1900,29-Sep,vs.,Rose-Hulman,W,26,0,,,,0
1900,3-Oct,vs.,DePauw,W,63,0,,,,0
1900,6-Oct,vs.,Illinois Wesleyan,W,21,0,,,,2
1900,10-Oct,vs.,Physicians & Surgeons,W,6,0,,,,0
1900,13-Oct,vs.,Knox,W,16,0,,,,1
1900,16-Oct,vs.,Lombard,W,35,0,,,,0
1900,20-Oct,@,Northwestern,T,0,0,,,,0
1900,27-Oct,vs.,Michigan,L,0,12,@ Chicago, IL,,0
1900,3-Nov,vs.,Purdue,W,17,5,,,,0
1900,10-Nov,@,Minnesota,L,0,23,,,,0
1900,17-Nov,vs.,Indiana,T,0,0,@ Indianapolis, IN,,0
1900,24-Nov,@,Wisconsin,L,0,27,,,,0
1899,30-Sep,vs.,Illinois Wesleyan,W,6,0,,,,1
1899,7-Oct,@,Knox,W,5,0,,,,0
1899,14-Oct,vs.,Indiana,L,0,5,,,,0
1899,28-Oct,vs.,Michigan,L,0,5,,,,0
1899,6-Nov,vs.,Illinois Alumni,T,0,0,,,,0
1899,11-Nov,vs.,Wisconsin,L,0,23,@ Milwaukee, WI,,0
1899,22-Nov,vs.,Purdue,L,0,5,,,,0
1899,25-Nov,@,St. Louis,W,29,0,,,,0
1899,30-Nov,vs.,Iowa,L,0,58,@ Rock Island, IL,,0
1898,28-Sep,vs.,Illinois Wesleyan,W,18,0,,,,0
1898,1-Oct,vs.,Physicians & Surgeons,L,6,11,,,,1
1898,8-Oct,vs.,Notre Dame,L,0,5,,,,0
1898,15-Oct,vs.,DePauw,W,16,0,,,,0
1898,22-Oct,vs.,Illinois Alumni,W,10,6,,,,0
1898,4-Nov,vs.,Illinois Alumni,L,17,23,,,,0
1898,12-Nov,vs.,Michigan,L,5,12,@ Detroit, MI,,0
1898,19-Nov,vs.,Carlisle,L,0,11,@ Chicago, IL,,0
1898,24-Nov,vs.,Minnesota,W,11,10,,,,0
1897,2-Oct,vs.,Eureka,W,26,0,,,,0
1897,9-Oct,vs.,Physicians & Surgeons,W,6,0,,,,0
1897,16-Oct,vs.,Lake Forest,W,36,0,,,,3
1897,23-Oct,vs.,Purdue,W,34,4,,,,0
1897,30-Oct,vs.,Chicago,L,12,18,,,,0
1897,12-Nov,vs.,Knox,W,64,0,,,,1
1897,20-Nov,vs.,Carlisle,L,6,23,@ Chicago, IL,,0
1897,25-Nov,vs.,Eureka,W,6,0,@ Peoria, IL,,0
1896,3-Oct,vs.,Lake Forest,W,38,0,,,,2
1896,10-Oct,vs.,Knox,W,70,4,,,,0
1896,17-Oct,vs.,Missouri,W,10,0,@ St. Louis, MO,,0
1896,21-Oct,vs.,Oberlin,W,22,6,,,,0
1896,31-Oct,@,Chicago,L,0,12,,,,0
1896,7-Nov,vs.,Northwestern,L,4,10,,,,2
1896,25-Nov,@,Purdue,T,4,4,,,,0
1895,5-Oct,vs.,Wabash,W,48,0,,,,2
1895,12-Oct,@,Chicago A.C.,L,0,8,,,,0
1895,19-Oct,vs.,Illinois College,W,79,0,,,,0
1895,26-Oct,@,Wisconsin,T,10,10,,,,0
1895,2-Nov,vs.,Lake Forest,W,38,0,,,,1
1895,23-Nov,vs.,Northwestern,W,38,4,,,,1
1895,28-Nov,@,Purdue,L,2,6,,,,0
1894,6-Oct,@,Wabash,W,36,6,,,,1
1894,13-Oct,@,Chicago A.C.,L,0,14,,,,0
1894,20-Oct,vs.,Lake Forest,W,54,6,,,,0
1894,3-Nov,vs.,Northwestern,W,66,0,,,,0
1894,17-Nov,vs.,Purdue,L,2,22,,,,0
1894,24-Nov,vs.,Indianapolis Artillery,L,14,18,,,,0
1894,29-Nov,vs.,Pastime A.C.,W,10,0,@ St. Louis, MO,,1
1893,30-Sep,vs.,Wabash,W,60,6,,,,0
1893,7-Oct,@,DePauw,W,14,4,,,,1
1893,21-Oct,@,Northwestern,T,0,0,,,,0
1893,28-Oct,vs.,Chicago A.C.,L,4,10,,,,0
1893,6-Nov,vs.,Oberlin,L,24,34,,,,0
1893,11-Nov,vs.,Pastime A.C.,W,18,16,@ St. Louis, MO,,0
1893,25-Nov,@,Purdue,T,26,26,,,,0
1893,30-Nov,vs.,Lake Forest,T,10,10,,,,0
1892,8-Oct,vs.,Purdue,L,6,12,,,,0
1892,12-Oct,vs.,Northwestern,T,16,16,,,,0
1892,21-Oct,@,Washington,W,22,0,,,,0
1892,22-Oct,vs.,Doane,W,20,0,@ Omaha, NE,,0
1892,24-Oct,@,Nebraska,L,0,6,,,,0
1892,26-Oct,@,Baker,W,26,10,,,,0
1892,27-Oct,@,Kansas,L,4,26,,,,0
1892,29-Oct,@,Kansas City A.C.,W,42,0,,,,0
1892,5-Nov,vs.,Englewood High,W,38,0,,,,0
1892,16-Nov,@,Chicago,L,4,10,,,,0
1892,18-Nov,vs.,DePauw,W,34,0,,,,0
1892,24-Nov,vs.,Chicago,W,28,12,,,,0
